OrderID,Status,Date,Time,Cost,Item,
12293,Complete,2/28/2025,21:29,7.5,Fruit Tea,0
12294,Complete,2/28/2025,12:36,22.5,"Fruit Tea, Matcha Tea, Classic Milk Tea",0
12295,Complete,2/28/2025,16:31,15,"Classic Milk Tea, Taro Tea",0
12296,Complete,2/28/2025,19:04,8,Matcha Tea,0
12297,Complete,2/28/2025,11:41,23.5,"Taro Tea, Taro Tea, Fruit Tea",0
12298,Complete,2/28/2025,11:36,7,Classic Milk Tea,0
12299,Complete,2/28/2025,10:56,7.5,Fruit Tea,0
12300,Complete,2/28/2025,15:20,7.5,Fruit Tea,0
12301,Complete,2/28/2025,9:12,8,Taro Tea,0
12302,Complete,2/28/2025,20:52,7,Classic Milk Tea,0
12303,Complete,2/28/2025,11:11,15,"Taro Tea, Classic Milk Tea",0
12304,Complete,2/28/2025,16:35,7,Classic Milk Tea,0
12305,Complete,2/28/2025,9:58,24,"Taro Tea, Taro Tea, Matcha Tea",0
12306,Complete,2/28/2025,10:43,24,"Taro Tea, Taro Tea, Matcha Tea",0
12307,Complete,2/28/2025,13:15,15,"Taro Tea, Classic Milk Tea",0
12308,Complete,3/1/2025,14:37,14,"Classic Milk Tea, Classic Milk Tea",0
12309,Complete,3/1/2025,16:00,16,"Taro Tea, Taro Tea",0
12310,Complete,3/1/2025,15:46,8,Taro Tea,0
12311,Complete,3/1/2025,14:02,23,"Matcha Tea, Matcha Tea, Classic Milk Tea",0
12312,Complete,3/1/2025,21:12,16,"Matcha Tea, Matcha Tea",0
12313,Complete,3/1/2025,15:29,14.5,"Classic Milk Tea, Fruit Tea",0
12314,Complete,3/1/2025,20:01,14.5,"Classic Milk Tea, Fruit Tea",0
12315,Complete,3/1/2025,20:44,15,"Taro Tea, Classic Milk Tea",0
12316,Complete,3/1/2025,20:12,23.5,"Taro Tea, Matcha Tea, Fruit Tea",0
12317,Complete,3/1/2025,16:27,8,Taro Tea,0
12318,Complete,3/1/2025,16:59,8,Matcha Tea,0
12319,Complete,3/1/2025,20:10,24,"Matcha Tea, Matcha Tea, Taro Tea",0
12320,Complete,3/1/2025,10:48,15,"Fruit Tea, Fruit Tea",0
12321,Complete,3/1/2025,21:22,7.5,Fruit Tea,0
12322,Complete,3/1/2025,18:34,23,"Taro Tea, Matcha Tea, Classic Milk Tea",0
12323,Complete,3/1/2025,19:41,7.5,Fruit Tea,0
12324,Complete,3/1/2025,18:50,7.5,Fruit Tea,0
12325,Complete,3/1/2025,19:44,14,"Classic Milk Tea, Classic Milk Tea",0
12326,Complete,3/1/2025,12:42,23,"Taro Tea, Classic Milk Tea, Matcha Tea",0
12327,Complete,3/1/2025,20:23,15.5,"Fruit Tea, Taro Tea",0
12328,Complete,3/1/2025,17:57,23.5,"Matcha Tea, Fruit Tea, Matcha Tea",0
12329,Complete,3/1/2025,12:48,7,Classic Milk Tea,0
12330,Complete,3/1/2025,13:50,8,Matcha Tea,0
12331,Complete,3/1/2025,17:33,22,"Classic Milk Tea, Fruit Tea, Fruit Tea",0
12332,Complete,3/1/2025,18:26,7.5,Fruit Tea,0
12333,Complete,3/1/2025,12:00,8,Matcha Tea,0
12334,Complete,3/1/2025,16:14,8,Matcha Tea,0
12335,Complete,3/1/2025,9:02,7,Classic Milk Tea,0
12336,Complete,3/1/2025,13:17,7.5,Fruit Tea,0
12337,Complete,3/1/2025,17:17,8,Matcha Tea,0
12338,Complete,3/1/2025,10:17,15,"Classic Milk Tea, Matcha Tea",0
12339,Complete,3/1/2025,21:11,7.5,Fruit Tea,0
12340,Complete,3/1/2025,13:46,15,"Matcha Tea, Classic Milk Tea",0
12341,Complete,3/1/2025,13:26,8,Matcha Tea,0
12342,Complete,3/1/2025,10:47,24,"Taro Tea, Taro Tea, Taro Tea",0
12343,Complete,3/1/2025,10:23,22.5,"Classic Milk Tea, Fruit Tea, Taro Tea",0
12344,Complete,3/1/2025,12:40,8,Matcha Tea,0
12345,Complete,3/1/2025,14:26,21.5,"Classic Milk Tea, Classic Milk Tea, Fruit Tea",0
12346,Complete,3/1/2025,10:33,8,Taro Tea,0
12347,Complete,3/1/2025,21:40,7.5,Fruit Tea,0
12348,Complete,3/1/2025,20:50,8,Matcha Tea,0
12349,Complete,3/1/2025,17:27,16,"Matcha Tea, Taro Tea",0
12350,Complete,3/1/2025,13:18,7.5,Fruit Tea,0
12351,Complete,3/1/2025,18:07,21.5,"Fruit Tea, Classic Milk Tea, Classic Milk Tea",0
12352,Complete,3/1/2025,16:55,7.5,Fruit Tea,0
12353,Complete,3/1/2025,9:32,21.5,"Fruit Tea, Classic Milk Tea, Classic Milk Tea",0
12354,Complete,3/1/2025,10:17,22.5,"Matcha Tea, Fruit Tea, Classic Milk Tea",0
12355,Complete,3/1/2025,15:25,8,Taro Tea,0
12356,Complete,3/1/2025,15:37,15,"Fruit Tea, Fruit Tea",0
12357,Complete,3/1/2025,18:16,15.5,"Matcha Tea, Fruit Tea",0
12358,Complete,3/1/2025,14:37,23.5,"Matcha Tea, Matcha Tea, Fruit Tea",0
12359,Complete,3/1/2025,18:19,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
12360,Complete,3/1/2025,10:08,7.5,Fruit Tea,0
12361,Complete,3/1/2025,13:11,16,"Matcha Tea, Taro Tea",0
12362,Complete,3/1/2025,19:44,23,"Classic Milk Tea, Taro Tea, Matcha Tea",0
12363,Complete,3/1/2025,17:51,15,"Matcha Tea, Classic Milk Tea",0
12364,Complete,3/1/2025,16:02,7,Classic Milk Tea,0
12365,Complete,3/1/2025,10:36,15,"Matcha Tea, Classic Milk Tea",0
12366,Complete,3/1/2025,18:25,15,"Classic Milk Tea, Matcha Tea",0
12367,Complete,3/1/2025,14:39,15,"Fruit Tea, Fruit Tea",0
12368,Complete,3/1/2025,14:13,23,"Fruit Tea, Matcha Tea, Fruit Tea",0
12369,Complete,3/1/2025,14:04,23.5,"Taro Tea, Matcha Tea, Fruit Tea",0
12370,Complete,3/1/2025,10:16,23.5,"Fruit Tea, Matcha Tea, Matcha Tea",0
12371,Complete,3/1/2025,9:06,23.5,"Fruit Tea, Taro Tea, Matcha Tea",0
12372,Complete,3/1/2025,16:27,15.5,"Taro Tea, Fruit Tea",0
12373,Complete,3/1/2025,21:13,7,Classic Milk Tea,0
12374,Complete,3/1/2025,19:04,16,"Matcha Tea, Matcha Tea",0
12375,Complete,3/1/2025,18:52,24,"Matcha Tea, Matcha Tea, Taro Tea",0
12376,Complete,3/1/2025,21:03,23,"Matcha Tea, Fruit Tea, Fruit Tea",0
12377,Complete,3/1/2025,16:08,15.5,"Taro Tea, Fruit Tea",0
12378,Complete,3/1/2025,12:09,8,Taro Tea,0
12379,Complete,3/1/2025,19:02,16,"Taro Tea, Matcha Tea",0
12380,Complete,3/1/2025,19:20,15.5,"Matcha Tea, Fruit Tea",0
12381,Complete,3/1/2025,11:45,8,Taro Tea,0
12382,Complete,3/1/2025,21:51,15,"Classic Milk Tea, Taro Tea",0
12383,Complete,3/1/2025,12:22,23.5,"Fruit Tea, Matcha Tea, Taro Tea",0
12384,Complete,3/1/2025,18:13,15,"Classic Milk Tea, Taro Tea",0
12385,Complete,3/1/2025,21:40,15.5,"Matcha Tea, Fruit Tea",0
12386,Complete,3/1/2025,9:37,8,Taro Tea,0
12387,Complete,3/1/2025,11:15,8,Matcha Tea,0
12388,Complete,3/1/2025,13:19,23,"Matcha Tea, Classic Milk Tea, Matcha Tea",0
12389,Complete,3/1/2025,17:32,7.5,Fruit Tea,0
12390,Complete,3/1/2025,20:14,15,"Taro Tea, Classic Milk Tea",0
12391,Complete,3/1/2025,18:05,24,"Taro Tea, Matcha Tea, Matcha Tea",0
12392,Complete,3/1/2025,21:59,23,"Taro Tea, Taro Tea, Classic Milk Tea",0
12393,Complete,3/1/2025,17:56,7.5,Fruit Tea,0
12394,Complete,3/1/2025,19:35,21.5,"Classic Milk Tea, Classic Milk Tea, Fruit Tea",0
12395,Complete,3/1/2025,16:40,16,"Matcha Tea, Matcha Tea",0
12396,Complete,3/1/2025,10:36,7.5,Fruit Tea,0
12397,Complete,3/1/2025,15:36,23,"Matcha Tea, Classic Milk Tea, Matcha Tea",0
12398,Complete,3/1/2025,13:48,8,Matcha Tea,0
12399,Complete,3/1/2025,17:21,15,"Fruit Tea, Fruit Tea",0
12400,Complete,3/1/2025,9:21,7,Classic Milk Tea,0
12401,Complete,3/1/2025,18:41,16,"Taro Tea, Taro Tea",0
12402,Complete,3/1/2025,17:47,23,"Taro Tea, Classic Milk Tea, Matcha Tea",0
12403,Complete,3/1/2025,17:45,23,"Taro Tea, Classic Milk Tea, Matcha Tea",0
12404,Complete,3/1/2025,14:59,7.5,Fruit Tea,0
12405,Complete,3/1/2025,18:21,23.5,"Matcha Tea, Matcha Tea, Fruit Tea",0
12406,Complete,3/1/2025,14:13,8,Matcha Tea,0
12407,Complete,3/1/2025,21:43,7,Classic Milk Tea,0
12408,Complete,3/1/2025,13:39,16,"Matcha Tea, Taro Tea",0
12409,Complete,3/1/2025,15:45,7,Classic Milk Tea,0
12410,Complete,3/1/2025,12:30,7,Classic Milk Tea,0
12411,Complete,3/1/2025,19:47,23.5,"Taro Tea, Matcha Tea, Fruit Tea",0
12412,Complete,3/1/2025,17:24,23,"Classic Milk Tea, Matcha Tea, Matcha Tea",0
12413,Complete,3/1/2025,17:07,15,"Classic Milk Tea, Matcha Tea",0
12414,Complete,3/1/2025,15:40,16,"Taro Tea, Taro Tea",0
12415,Complete,3/1/2025,21:06,8,Matcha Tea,0
12416,Complete,3/1/2025,18:43,15,"Taro Tea, Classic Milk Tea",0
12417,Complete,3/1/2025,21:37,7,Classic Milk Tea,0
12418,Complete,3/1/2025,9:39,7.5,Fruit Tea,0
12419,Complete,3/1/2025,14:59,8,Taro Tea,0
12420,Complete,3/1/2025,18:22,23,"Taro Tea, Matcha Tea, Classic Milk Tea",0
12421,Complete,3/1/2025,15:49,16,"Taro Tea, Matcha Tea",0
12422,Complete,3/1/2025,19:30,22.5,"Matcha Tea, Fruit Tea, Classic Milk Tea",0
12423,Complete,3/1/2025,13:48,7.5,Fruit Tea,0
12424,Complete,3/1/2025,10:34,16,"Matcha Tea, Taro Tea",0
12425,Complete,3/1/2025,10:03,16,"Taro Tea, Matcha Tea",0
12426,Complete,3/1/2025,11:35,16,"Taro Tea, Taro Tea",0
12427,Complete,3/1/2025,12:48,14,"Classic Milk Tea, Classic Milk Tea",0
12428,Complete,3/1/2025,19:50,7,Classic Milk Tea,0
12429,Complete,3/1/2025,20:10,23,"Fruit Tea, Matcha Tea, Fruit Tea",0
12430,Complete,3/1/2025,11:37,21,"Classic Milk Tea, Classic Milk Tea, Classic Milk Tea",0
12431,Complete,3/1/2025,11:04,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
12432,Complete,3/1/2025,18:19,14,"Classic Milk Tea, Classic Milk Tea",0
12433,Complete,3/1/2025,10:02,16,"Matcha Tea, Matcha Tea",0
12434,Complete,3/1/2025,10:34,22.5,"Fruit Tea, Fruit Tea, Fruit Tea",0
12435,Complete,3/1/2025,19:28,22.5,"Taro Tea, Fruit Tea, Classic Milk Tea",0
12436,Complete,3/1/2025,15:15,7.5,Fruit Tea,0
12437,Complete,3/1/2025,18:01,22,"Classic Milk Tea, Classic Milk Tea, Taro Tea",0
12438,Complete,3/1/2025,9:27,8,Taro Tea,0
12439,Complete,3/1/2025,13:51,14.5,"Classic Milk Tea, Fruit Tea",0
12440,Complete,3/1/2025,15:59,14.5,"Fruit Tea, Classic Milk Tea",0
12441,Complete,3/1/2025,16:19,23.5,"Fruit Tea, Matcha Tea, Matcha Tea",0
12442,Complete,3/1/2025,16:19,14.5,"Classic Milk Tea, Fruit Tea",0
12443,Complete,3/1/2025,9:29,8,Matcha Tea,0
12444,Complete,3/1/2025,17:32,7.5,Fruit Tea,0
12445,Complete,3/1/2025,18:23,23,"Matcha Tea, Taro Tea, Classic Milk Tea",0
12446,Complete,3/1/2025,16:50,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
12447,Complete,3/1/2025,11:35,7.5,Fruit Tea,0
12448,Complete,3/1/2025,20:21,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
12449,Complete,3/1/2025,21:17,15,"Classic Milk Tea, Matcha Tea",0
12450,Complete,3/1/2025,14:52,8,Taro Tea,0
12451,Complete,3/1/2025,13:43,23,"Taro Tea, Classic Milk Tea, Taro Tea",0
12452,Complete,3/1/2025,15:28,15.5,"Fruit Tea, Matcha Tea",0
12453,Complete,3/1/2025,17:04,15,"Classic Milk Tea, Matcha Tea",0
12454,Complete,3/1/2025,11:50,8,Taro Tea,0
12455,Complete,3/1/2025,12:25,16,"Matcha Tea, Taro Tea",0
12456,Complete,3/1/2025,12:25,23,"Classic Milk Tea, Taro Tea, Taro Tea",0
12457,Complete,3/1/2025,10:24,15,"Fruit Tea, Fruit Tea",0
12458,Complete,3/1/2025,14:10,7.5,Fruit Tea,0
12459,Complete,3/1/2025,18:27,23.5,"Matcha Tea, Matcha Tea, Fruit Tea",0
12460,Complete,3/1/2025,11:09,8,Matcha Tea,0
12461,Complete,3/2/2025,10:12,23,"Taro Tea, Matcha Tea, Classic Milk Tea",0
12462,Complete,3/2/2025,19:13,22,"Fruit Tea, Fruit Tea, Classic Milk Tea",0
12463,Complete,3/2/2025,13:51,8,Matcha Tea,0
12464,Complete,3/2/2025,14:09,8,Matcha Tea,0
12465,Complete,3/2/2025,15:00,8,Taro Tea,0
12466,Complete,3/2/2025,20:21,23,"Fruit Tea, Taro Tea, Fruit Tea",0
12467,Complete,3/2/2025,18:42,16,"Taro Tea, Matcha Tea",0
12468,Complete,3/2/2025,13:36,8,Matcha Tea,0
12469,Complete,3/2/2025,18:22,23.5,"Fruit Tea, Taro Tea, Matcha Tea",0
12470,Complete,3/2/2025,14:31,21.5,"Fruit Tea, Classic Milk Tea, Classic Milk Tea",0
12471,Complete,3/2/2025,18:38,24,"Matcha Tea, Taro Tea, Taro Tea",0
12472,Complete,3/2/2025,21:48,14.5,"Classic Milk Tea, Fruit Tea",0
12473,Complete,3/2/2025,20:41,23.5,"Matcha Tea, Fruit Tea, Taro Tea",0
12474,Complete,3/2/2025,17:51,8,Matcha Tea,0
12475,Complete,3/2/2025,11:46,15,"Matcha Tea, Classic Milk Tea",0
12476,Complete,3/2/2025,12:58,8,Matcha Tea,0
12477,Complete,3/2/2025,16:12,22.5,"Fruit Tea, Classic Milk Tea, Taro Tea",0
12478,Complete,3/2/2025,11:38,15.5,"Taro Tea, Fruit Tea",0
12479,Complete,3/2/2025,19:25,15.5,"Matcha Tea, Fruit Tea",0
12480,Complete,3/2/2025,21:44,8,Taro Tea,0
12481,Complete,3/2/2025,21:30,8,Taro Tea,0
12482,Complete,3/2/2025,9:39,15,"Taro Tea, Classic Milk Tea",0
12483,Complete,3/2/2025,9:07,7.5,Fruit Tea,0
12484,Complete,3/2/2025,15:14,15,"Classic Milk Tea, Matcha Tea",0
12485,Complete,3/2/2025,9:10,15,"Matcha Tea, Classic Milk Tea",0
12486,Complete,3/2/2025,12:33,7.5,Fruit Tea,0
12487,Complete,3/2/2025,13:48,7.5,Fruit Tea,0
12488,Complete,3/2/2025,11:36,7.5,Fruit Tea,0
12489,Complete,3/2/2025,18:04,8,Taro Tea,0
12490,Complete,3/2/2025,12:20,24,"Taro Tea, Taro Tea, Matcha Tea",0
12491,Complete,3/2/2025,16:09,16,"Matcha Tea, Taro Tea",0
12492,Complete,3/2/2025,11:12,22.5,"Classic Milk Tea, Matcha Tea, Fruit Tea",0
12493,Complete,3/2/2025,16:52,16,"Matcha Tea, Taro Tea",0
12494,Complete,3/2/2025,21:10,16,"Taro Tea, Matcha Tea",0
12495,Complete,3/2/2025,18:05,24,"Taro Tea, Matcha Tea, Matcha Tea",0
12496,Complete,3/2/2025,15:39,8,Matcha Tea,0
12497,Complete,3/2/2025,13:47,7.5,Fruit Tea,0
12498,Complete,3/2/2025,13:45,7,Classic Milk Tea,0
12499,Complete,3/2/2025,20:56,7.5,Fruit Tea,0
12500,Complete,3/2/2025,12:50,23,"Fruit Tea, Fruit Tea, Taro Tea",0
12501,Complete,3/2/2025,20:52,24,"Taro Tea, Matcha Tea, Taro Tea",0
12502,Complete,3/2/2025,11:59,23,"Matcha Tea, Classic Milk Tea, Taro Tea",0
12503,Complete,3/2/2025,14:53,14.5,"Classic Milk Tea, Fruit Tea",0
12504,Complete,3/2/2025,13:25,8,Matcha Tea,0
12505,Complete,3/2/2025,15:23,14.5,"Fruit Tea, Classic Milk Tea",0
12506,Complete,3/2/2025,21:00,14,"Classic Milk Tea, Classic Milk Tea",0
12507,Complete,3/2/2025,10:45,15,"Taro Tea, Classic Milk Tea",0
12508,Complete,3/2/2025,13:25,16,"Matcha Tea, Matcha Tea",0
12509,Complete,3/2/2025,13:35,15.5,"Matcha Tea, Fruit Tea",0
12510,Complete,3/2/2025,21:00,15,"Fruit Tea, Fruit Tea",0
12511,Complete,3/2/2025,10:47,8,Matcha Tea,0
12512,Complete,3/2/2025,15:28,7,Classic Milk Tea,0
12513,Complete,3/2/2025,17:47,22,"Taro Tea, Classic Milk Tea, Classic Milk Tea",0
12514,Complete,3/2/2025,10:08,22,"Fruit Tea, Fruit Tea, Classic Milk Tea",0
12515,Complete,3/2/2025,21:03,21.5,"Classic Milk Tea, Fruit Tea, Classic Milk Tea",0
12516,Complete,3/2/2025,15:14,16,"Taro Tea, Matcha Tea",0
12517,Complete,3/2/2025,17:03,15,"Fruit Tea, Fruit Tea",0
12518,Complete,3/2/2025,12:23,8,Taro Tea,0
12519,Complete,3/2/2025,15:27,14.5,"Fruit Tea, Classic Milk Tea",0
12520,Complete,3/2/2025,11:00,15.5,"Fruit Tea, Matcha Tea",0
12521,Complete,3/2/2025,17:40,15.5,"Fruit Tea, Matcha Tea",0
12522,Complete,3/2/2025,18:49,15,"Classic Milk Tea, Matcha Tea",0
12523,Complete,3/2/2025,16:49,24,"Taro Tea, Matcha Tea, Taro Tea",0
12524,Complete,3/2/2025,20:47,16,"Matcha Tea, Matcha Tea",0
12525,Complete,3/2/2025,21:27,16,"Taro Tea, Taro Tea",0
12526,Complete,3/2/2025,15:25,16,"Matcha Tea, Matcha Tea",0
12527,Complete,3/2/2025,18:36,22.5,"Matcha Tea, Classic Milk Tea, Fruit Tea",0
12528,Complete,3/2/2025,19:42,7,Classic Milk Tea,0
12529,Complete,3/2/2025,10:23,8,Taro Tea,0
12530,Complete,3/2/2025,10:18,8,Matcha Tea,0
12531,Complete,3/2/2025,9:35,23.5,"Fruit Tea, Taro Tea, Taro Tea",0
12532,Complete,3/2/2025,16:30,7.5,Fruit Tea,0
12533,Complete,3/2/2025,11:48,15,"Taro Tea, Classic Milk Tea",0
12534,Complete,3/2/2025,10:07,23.5,"Fruit Tea, Matcha Tea, Matcha Tea",0
12535,Complete,3/2/2025,12:34,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
12536,Complete,3/2/2025,13:32,16,"Matcha Tea, Taro Tea",0
12537,Complete,3/2/2025,15:26,8,Taro Tea,0
12538,Complete,3/2/2025,18:28,16,"Matcha Tea, Matcha Tea",0
12539,Complete,3/2/2025,21:10,16,"Taro Tea, Taro Tea",0
12540,Complete,3/2/2025,16:39,23.5,"Matcha Tea, Fruit Tea, Taro Tea",0
12541,Complete,3/2/2025,16:36,23.5,"Matcha Tea, Fruit Tea, Taro Tea",0
12542,Complete,3/2/2025,12:33,7,Classic Milk Tea,0
12543,Complete,3/2/2025,14:53,23,"Matcha Tea, Fruit Tea, Fruit Tea",0
12544,Complete,3/2/2025,13:12,7,Classic Milk Tea,0
12545,Complete,3/2/2025,17:24,23,"Taro Tea, Taro Tea, Classic Milk Tea",0
12546,Complete,3/2/2025,15:42,15.5,"Taro Tea, Fruit Tea",0
12547,Complete,3/2/2025,16:01,7,Classic Milk Tea,0
12548,Complete,3/2/2025,16:31,7.5,Fruit Tea,0
12549,Complete,3/2/2025,13:15,15.5,"Fruit Tea, Matcha Tea",0
12550,Complete,3/2/2025,18:33,7.5,Fruit Tea,0
12551,Complete,3/2/2025,16:00,8,Taro Tea,0
12552,Complete,3/2/2025,21:38,15.5,"Taro Tea, Fruit Tea",0
12553,Complete,3/2/2025,15:05,7,Classic Milk Tea,0
12554,Complete,3/2/2025,21:49,22.5,"Fruit Tea, Fruit Tea, Fruit Tea",0
12555,Complete,3/2/2025,14:15,22.5,"Matcha Tea, Classic Milk Tea, Fruit Tea",0
12556,Complete,3/2/2025,18:23,8,Taro Tea,0
12557,Complete,3/2/2025,17:18,23,"Taro Tea, Fruit Tea, Fruit Tea",0
12558,Complete,3/2/2025,13:58,23,"Matcha Tea, Taro Tea, Classic Milk Tea",0
12559,Complete,3/2/2025,14:03,7,Classic Milk Tea,0
12560,Complete,3/2/2025,16:37,7,Classic Milk Tea,0
12561,Complete,3/2/2025,19:42,15,"Classic Milk Tea, Matcha Tea",0
12562,Complete,3/2/2025,11:16,21.5,"Classic Milk Tea, Classic Milk Tea, Fruit Tea",0
12563,Complete,3/2/2025,18:33,16,"Taro Tea, Matcha Tea",0
12564,Complete,3/2/2025,10:08,15,"Matcha Tea, Classic Milk Tea",0
12565,Complete,3/2/2025,20:46,22.5,"Taro Tea, Fruit Tea, Classic Milk Tea",0
12566,Complete,3/2/2025,9:16,15.5,"Taro Tea, Fruit Tea",0
12567,Complete,3/2/2025,13:28,23.5,"Matcha Tea, Taro Tea, Fruit Tea",0
12568,Complete,3/2/2025,17:24,15,"Classic Milk Tea, Taro Tea",0
12569,Complete,3/2/2025,11:23,8,Matcha Tea,0
12570,Complete,3/2/2025,20:26,14.5,"Classic Milk Tea, Fruit Tea",0
12571,Complete,3/2/2025,11:24,23.5,"Matcha Tea, Fruit Tea, Matcha Tea",0
12572,Complete,3/2/2025,11:54,22.5,"Classic Milk Tea, Fruit Tea, Taro Tea",0
12573,Complete,3/2/2025,11:18,7,Classic Milk Tea,0
12574,Complete,3/2/2025,21:20,22,"Classic Milk Tea, Matcha Tea, Classic Milk Tea",0
12575,Complete,3/2/2025,14:56,8,Taro Tea,0
12576,Complete,3/2/2025,11:53,14,"Classic Milk Tea, Classic Milk Tea",0
12577,Complete,3/2/2025,9:39,8,Taro Tea,0
12578,Complete,3/2/2025,17:14,7,Classic Milk Tea,0
12579,Complete,3/2/2025,14:45,15,"Fruit Tea, Fruit Tea",0
12580,Complete,3/2/2025,9:29,14,"Classic Milk Tea, Classic Milk Tea",0
12581,Complete,3/2/2025,9:25,15,"Classic Milk Tea, Taro Tea",0
12582,Complete,3/2/2025,12:02,14.5,"Fruit Tea, Classic Milk Tea",0
12583,Complete,3/2/2025,12:29,7.5,Fruit Tea,0
12584,Complete,3/2/2025,21:39,22.5,"Taro Tea, Fruit Tea, Classic Milk Tea",0
12585,Complete,3/2/2025,11:21,8,Taro Tea,0
12586,Complete,3/2/2025,15:12,7,Classic Milk Tea,0
12587,Complete,3/2/2025,20:26,24,"Taro Tea, Taro Tea, Taro Tea",0
12588,Complete,3/2/2025,13:44,15,"Classic Milk Tea, Taro Tea",0
12589,Complete,3/2/2025,18:58,7,Classic Milk Tea,0
12590,Complete,3/2/2025,13:13,23.5,"Fruit Tea, Taro Tea, Taro Tea",0
12591,Complete,3/2/2025,10:42,8,Taro Tea,0
12592,Complete,3/2/2025,9:33,7.5,Fruit Tea,0
12593,Complete,3/2/2025,19:45,22.5,"Fruit Tea, Classic Milk Tea, Matcha Tea",0
12594,Complete,3/2/2025,10:00,8,Taro Tea,0
12595,Complete,3/2/2025,12:15,15.5,"Matcha Tea, Fruit Tea",0
12596,Complete,3/2/2025,21:17,8,Taro Tea,0
12597,Complete,3/2/2025,21:46,14,"Classic Milk Tea, Classic Milk Tea",0
12598,Complete,3/2/2025,12:43,7.5,Fruit Tea,0
12599,Complete,3/2/2025,15:12,8,Matcha Tea,0
12600,Complete,3/2/2025,9:26,7,Classic Milk Tea,0
12601,Complete,3/2/2025,19:13,22.5,"Matcha Tea, Classic Milk Tea, Fruit Tea",0
12602,Complete,3/2/2025,19:15,15,"Classic Milk Tea, Taro Tea",0
12603,Complete,3/2/2025,15:38,22.5,"Fruit Tea, Classic Milk Tea, Matcha Tea",0
12604,Complete,3/2/2025,15:07,7.5,Fruit Tea,0
12605,Complete,3/2/2025,14:46,23.5,"Taro Tea, Matcha Tea, Fruit Tea",0
12606,Complete,3/2/2025,19:12,15.5,"Taro Tea, Fruit Tea",0
12607,Complete,3/2/2025,14:49,23,"Classic Milk Tea, Matcha Tea, Matcha Tea",0
12608,Complete,3/2/2025,19:00,15.5,"Fruit Tea, Matcha Tea",0
12609,Complete,3/2/2025,19:58,14,"Classic Milk Tea, Classic Milk Tea",0
12610,Complete,3/2/2025,12:06,7.5,Fruit Tea,0
12611,Complete,3/2/2025,14:34,8,Taro Tea,0
12612,Complete,3/2/2025,19:51,15,"Classic Milk Tea, Taro Tea",0
12613,Complete,3/2/2025,17:45,15,"Matcha Tea, Classic Milk Tea",0
12614,Complete,3/2/2025,14:49,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
12615,Complete,3/2/2025,18:47,8,Taro Tea,0
12616,Complete,3/2/2025,16:03,15,"Taro Tea, Classic Milk Tea",0
12617,Complete,3/2/2025,11:36,7,Classic Milk Tea,0
12618,Complete,3/2/2025,14:16,7,Classic Milk Tea,0
12619,Complete,3/2/2025,18:45,16,"Matcha Tea, Taro Tea",0
12620,Complete,3/2/2025,11:35,16,"Taro Tea, Taro Tea",0
12621,Complete,3/3/2025,11:55,23.5,"Taro Tea, Taro Tea, Fruit Tea",0
12622,Complete,3/3/2025,14:46,15,"Matcha Tea, Classic Milk Tea",0
12623,Complete,3/3/2025,9:58,23,"Classic Milk Tea, Taro Tea, Taro Tea",0
12624,Complete,3/3/2025,16:41,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
12625,Complete,3/3/2025,16:51,8,Matcha Tea,0
12626,Complete,3/3/2025,9:00,7,Classic Milk Tea,0
12627,Complete,3/3/2025,14:58,14,"Classic Milk Tea, Classic Milk Tea",0
12628,Complete,3/3/2025,17:00,8,Taro Tea,0
12629,Complete,3/3/2025,18:23,16,"Matcha Tea, Taro Tea",0
12630,Complete,3/3/2025,13:45,23,"Matcha Tea, Fruit Tea, Fruit Tea",0
12631,Complete,3/3/2025,19:09,24,"Taro Tea, Matcha Tea, Taro Tea",0
12632,Complete,3/3/2025,17:23,21.5,"Fruit Tea, Classic Milk Tea, Classic Milk Tea",0
12633,Complete,3/3/2025,12:43,8,Matcha Tea,0
12634,Complete,3/3/2025,10:27,8,Matcha Tea,0
12635,Complete,3/3/2025,21:27,22,"Classic Milk Tea, Fruit Tea, Fruit Tea",0
12636,Complete,3/3/2025,16:08,24,"Taro Tea, Taro Tea, Matcha Tea",0
12637,Complete,3/3/2025,18:42,14,"Classic Milk Tea, Classic Milk Tea",0
12638,Complete,3/3/2025,13:02,15,"Classic Milk Tea, Matcha Tea",0
12639,Complete,3/3/2025,12:04,8,Taro Tea,0
12640,Complete,3/3/2025,17:55,14.5,"Fruit Tea, Classic Milk Tea",0
12641,Complete,3/3/2025,9:49,15,"Classic Milk Tea, Taro Tea",0
12642,Complete,3/3/2025,19:00,8,Matcha Tea,0
12643,Complete,3/3/2025,14:56,14.5,"Fruit Tea, Classic Milk Tea",0
12644,Complete,3/3/2025,16:24,7,Classic Milk Tea,0
12645,Complete,3/3/2025,16:44,7,Classic Milk Tea,0
12646,Complete,3/3/2025,21:50,8,Matcha Tea,0
12647,Complete,3/3/2025,18:26,23.5,"Taro Tea, Matcha Tea, Fruit Tea",0
