Order_ID,Product_ID,Item_ID,Size,Sugar,Ice,Extra_Milk
10680,19,10680 1,Small,75,100,0
10681,21,10681 1,Small,100,75,1
10681,17,10681 1,Small,75,50,0
10681,23,10681 1,Large,50,0,1
10681,6,10681 1,Small,50,0,0
10682,25,10682 1,Bucees_Large,75,0,0
10682,10,10682 1,Bucees_Large,75,75,1
10682,24,10682 1,Large,75,100,1
10683,20,10683 1,Bucees_Large,50,100,0
10683,17,10683 1,Small,100,50,0
10684,19,10684 1,Large,50,100,0
10684,5,10684 1,Medium,75,0,1
10684,6,10684 1,Small,50,100,1
10684,1,10684 1,Bucees_Large,75,100,0
10684,21,10684 1,Bucees_Large,100,50,0
10685,19,10685 1,Small,75,75,1
10686,8,10686 1,Small,0,75,0
10686,23,10686 1,Small,100,100,1
10686,21,10686 1,Medium,50,50,0
10686,3,10686 1,Bucees_Large,0,75,1
10687,23,10687 1,Bucees_Large,75,75,0
10687,3,10687 1,Large,75,100,0
10687,15,10687 1,Medium,100,100,1
10687,5,10687 1,Medium,0,50,0
10687,10,10687 1,Large,0,0,1
10688,20,10688 1,Bucees_Large,50,0,0
10688,13,10688 1,Bucees_Large,0,50,1
10688,4,10688 1,Small,50,75,0
10688,21,10688 1,Small,100,50,0
10688,21,10688 1,Bucees_Large,100,100,1
10689,3,10689 1,Large,50,100,1
10690,1,10690 1,Medium,100,50,0
10690,3,10690 1,Medium,50,0,1
10690,25,10690 1,Large,100,50,1
10690,20,10690 1,Bucees_Large,100,50,0
10690,16,10690 1,Medium,100,50,0
10691,6,10691 1,Large,100,100,1
10691,13,10691 1,Large,0,100,1
10692,6,10692 1,Small,100,75,0
10692,13,10692 1,Bucees_Large,50,50,1
10693,9,10693 1,Medium,100,0,1
10693,6,10693 1,Small,0,100,1
10693,22,10693 1,Small,50,100,0
10693,12,10693 1,Large,75,0,0
10694,6,10694 1,Medium,75,0,1
10694,25,10694 1,Small,0,50,1
10695,20,10695 1,Bucees_Large,100,100,1
10695,25,10695 1,Bucees_Large,100,50,0
10695,23,10695 1,Bucees_Large,50,50,1
10696,21,10696 1,Small,0,50,1
10696,25,10696 1,Large,75,50,0
10696,19,10696 1,Small,0,75,0
10696,6,10696 1,Large,0,100,1
10697,11,10697 1,Large,75,100,1
10697,5,10697 1,Large,0,75,0
10697,21,10697 1,Large,100,100,0
10697,17,10697 1,Medium,0,75,0
10698,5,10698 1,Bucees_Large,0,0,0
10698,25,10698 1,Bucees_Large,75,0,1
10698,9,10698 1,Large,75,100,1
10698,17,10698 1,Medium,100,50,0
10698,19,10698 1,Large,100,0,0
10699,23,10699 1,Bucees_Large,100,100,1
10699,1,10699 1,Medium,0,75,1
10699,24,10699 1,Small,100,0,1
10699,9,10699 1,Large,100,75,0
10700,13,10700 1,Medium,75,0,0
10700,14,10700 1,Small,50,75,1
10700,19,10700 1,Bucees_Large,0,75,1
10701,7,10701 1,Bucees_Large,75,0,1
10701,13,10701 1,Large,50,0,0
10701,6,10701 1,Large,50,0,1
10701,8,10701 1,Medium,0,0,0
10702,17,10702 1,Bucees_Large,50,100,1
10703,15,10703 1,Large,75,0,1
10703,17,10703 1,Bucees_Large,0,100,0
10703,6,10703 1,Medium,75,0,0
10704,21,10704 1,Medium,75,50,1
10704,4,10704 1,Bucees_Large,50,50,0
10705,5,10705 1,Large,75,0,1
10705,13,10705 1,Bucees_Large,50,0,1
10706,16,10706 1,Medium,0,50,0
10706,7,10706 1,Medium,75,0,0
10707,9,10707 1,Small,75,100,1
10707,10,10707 1,Bucees_Large,50,0,1
10708,25,10708 1,Medium,100,75,0
10709,11,10709 1,Medium,0,50,1
10709,2,10709 1,Small,50,0,1
10709,16,10709 1,Small,0,100,0
10709,5,10709 1,Small,50,75,1
10709,10,10709 1,Small,0,100,1
10710,7,10710 1,Medium,0,50,1
10710,1,10710 1,Medium,0,75,1
10710,12,10710 1,Bucees_Large,0,100,1
10711,16,10711 1,Medium,50,75,0
10711,15,10711 1,Bucees_Large,0,100,1
10711,5,10711 1,Small,0,0,1
10711,6,10711 1,Small,0,100,0
10712,13,10712 1,Medium,75,75,0
10712,1,10712 1,Large,100,100,1
10712,21,10712 1,Medium,50,50,0
10712,25,10712 1,Small,100,0,0
10712,3,10712 1,Small,75,50,1
10713,23,10713 1,Large,100,0,1
10713,15,10713 1,Small,75,50,0
10713,7,10713 1,Large,0,75,1
10713,1,10713 1,Small,0,75,1
10714,9,10714 1,Large,100,75,1
10714,8,10714 1,Bucees_Large,100,100,0
10715,20,10715 1,Bucees_Large,0,50,1
10715,21,10715 1,Medium,0,0,0
10715,4,10715 1,Medium,50,0,1
10715,21,10715 1,Small,100,50,1
10715,25,10715 1,Small,0,50,1
10716,25,10716 1,Medium,0,100,1
10717,7,10717 1,Bucees_Large,50,0,0
10717,18,10717 1,Large,75,0,0
10717,14,10717 1,Medium,75,100,0
10718,13,10718 1,Bucees_Large,50,100,1
10718,10,10718 1,Medium,50,100,0
10718,10,10718 1,Bucees_Large,50,50,0
10718,1,10718 1,Large,0,50,1
10719,10,10719 1,Medium,0,75,0
10719,10,10719 1,Bucees_Large,50,100,0
10719,13,10719 1,Small,75,100,1
10720,16,10720 1,Medium,75,50,0
10720,11,10720 1,Bucees_Large,50,0,1
10720,10,10720 1,Bucees_Large,100,50,0
10720,4,10720 1,Bucees_Large,75,50,1
10721,23,10721 1,Small,100,75,1
10721,20,10721 1,Small,75,75,1
10721,14,10721 1,Large,100,75,0
10721,4,10721 1,Large,0,100,1
10721,20,10721 1,Large,0,75,0
10722,5,10722 1,Small,0,100,0
10722,20,10722 1,Large,50,50,0
10722,10,10722 1,Bucees_Large,50,50,0
10722,19,10722 1,Small,75,75,1
10723,24,10723 1,Large,0,0,0
10724,20,10724 1,Large,75,75,0
10724,6,10724 1,Medium,75,50,0
10724,23,10724 1,Medium,0,0,0
10724,7,10724 1,Bucees_Large,0,50,1
10725,17,10725 1,Bucees_Large,0,50,1
10725,15,10725 1,Bucees_Large,50,50,1
10725,6,10725 1,Small,0,75,0
10725,5,10725 1,Bucees_Large,75,50,0
10725,19,10725 1,Bucees_Large,50,100,0
10726,23,10726 1,Medium,50,0,1
10727,2,10727 1,Large,100,100,0
10728,7,10728 1,Medium,100,75,1
10729,24,10729 1,Small,100,75,0
10729,1,10729 1,Large,50,75,1
10729,6,10729 1,Bucees_Large,100,0,1
10730,11,10730 1,Large,0,100,1
10730,21,10730 1,Large,50,75,0
10730,16,10730 1,Bucees_Large,50,0,1
10731,3,10731 1,Large,100,0,0
10732,19,10732 1,Large,75,50,0
10732,1,10732 1,Medium,50,50,0
10732,25,10732 1,Bucees_Large,100,75,0
10733,11,10733 1,Large,0,100,1
10733,16,10733 1,Small,50,0,1
10733,6,10733 1,Medium,50,0,0
10733,23,10733 1,Large,0,0,1
10733,1,10733 1,Bucees_Large,100,50,1
10734,20,10734 1,Large,75,100,1
10735,1,10735 1,Bucees_Large,75,50,1
10735,21,10735 1,Medium,75,0,1
10735,19,10735 1,Medium,0,75,1
10735,21,10735 1,Small,75,50,1
10735,19,10735 1,Bucees_Large,100,50,0
10736,17,10736 1,Large,50,100,0
10736,15,10736 1,Small,0,50,0
10736,17,10736 1,Bucees_Large,100,0,1
10736,5,10736 1,Medium,0,75,1
10737,23,10737 1,Medium,50,0,1
10737,12,10737 1,Bucees_Large,0,75,0
10738,5,10738 1,Small,100,50,0
10738,16,10738 1,Large,100,100,1
10738,2,10738 1,Medium,100,50,0
10739,1,10739 1,Large,0,75,0
10739,15,10739 1,Small,75,100,1
10740,18,10740 1,Small,100,0,1
10741,16,10741 1,Large,100,0,1
10741,13,10741 1,Large,0,75,0
10741,22,10741 1,Large,50,50,0
10742,25,10742 1,Bucees_Large,75,75,0
10743,15,10743 1,Large,0,0,1
10743,8,10743 1,Medium,75,75,0
10744,6,10744 1,Small,50,50,1
10744,16,10744 1,Medium,100,50,0
10744,17,10744 1,Bucees_Large,0,100,1
10744,6,10744 1,Bucees_Large,0,100,1
10745,5,10745 1,Large,100,0,1
10745,8,10745 1,Bucees_Large,75,0,1
10745,7,10745 1,Bucees_Large,0,0,0
10745,5,10745 1,Bucees_Large,0,0,1
10746,20,10746 1,Medium,75,50,0
10746,15,10746 1,Small,75,0,1
10746,23,10746 1,Bucees_Large,75,100,0
10746,24,10746 1,Large,100,75,0
10747,14,10747 1,Large,75,50,1
10747,16,10747 1,Small,100,100,0
10747,21,10747 1,Medium,0,0,0
10747,6,10747 1,Small,0,50,0
10748,24,10748 1,Medium,0,75,0
10748,8,10748 1,Medium,75,75,1
10749,11,10749 1,Bucees_Large,100,0,0
10749,3,10749 1,Small,0,0,1
10750,7,10750 1,Large,50,75,1
10750,8,10750 1,Medium,50,100,1
10750,3,10750 1,Medium,50,50,0
10751,1,10751 1,Small,50,0,1
10752,23,10752 1,Large,0,75,1
10752,20,10752 1,Large,50,50,1
10752,20,10752 1,Bucees_Large,100,50,0
10752,16,10752 1,Large,50,75,0
10752,9,10752 1,Large,75,0,1
10753,5,10753 1,Large,50,100,0
10753,4,10753 1,Large,75,0,1
10753,18,10753 1,Large,100,0,1
10753,13,10753 1,Small,75,50,1
10754,19,10754 1,Bucees_Large,50,0,0
10754,7,10754 1,Large,75,100,0
10754,23,10754 1,Bucees_Large,100,0,0
10754,10,10754 1,Large,50,75,0
10755,8,10755 1,Medium,100,0,0
10755,19,10755 1,Bucees_Large,100,50,0
10755,16,10755 1,Small,75,50,1
10755,18,10755 1,Small,100,75,0
10756,7,10756 1,Large,75,100,0
10756,5,10756 1,Bucees_Large,0,100,0
10757,1,10757 1,Medium,50,100,0
10758,22,10758 1,Large,75,50,1
10758,19,10758 1,Small,100,100,0
10758,7,10758 1,Bucees_Large,50,75,0
10758,9,10758 1,Small,100,100,1
10759,14,10759 1,Large,75,0,0
10760,12,10760 1,Medium,100,0,1
10761,1,10761 1,Large,0,100,0
10761,2,10761 1,Large,0,75,1
10761,2,10761 1,Small,100,50,1
10761,21,10761 1,Bucees_Large,75,75,0
10762,7,10762 1,Large,100,100,1
10762,25,10762 1,Medium,0,75,0
10763,20,10763 1,Bucees_Large,0,75,1
10763,20,10763 1,Small,100,100,0
10764,18,10764 1,Small,75,0,1
10764,2,10764 1,Large,100,0,0
10764,4,10764 1,Bucees_Large,0,50,0
10765,20,10765 1,Large,100,0,0
10765,7,10765 1,Bucees_Large,75,50,0
10765,13,10765 1,Medium,75,75,1
10765,4,10765 1,Medium,0,75,1
10765,12,10765 1,Medium,50,0,1
10766,2,10766 1,Medium,75,75,0
10767,6,10767 1,Small,75,50,0
10767,22,10767 1,Bucees_Large,50,100,1
10768,16,10768 1,Small,75,0,1
10768,14,10768 1,Bucees_Large,50,0,1
10768,22,10768 1,Large,75,75,0
10768,18,10768 1,Medium,100,0,1
10768,12,10768 1,Bucees_Large,50,75,0
10769,19,10769 1,Bucees_Large,100,50,1
10769,1,10769 1,Large,0,100,1
10769,18,10769 1,Bucees_Large,100,0,1
10770,16,10770 1,Medium,100,100,0
10771,17,10771 1,Bucees_Large,100,75,1
10772,23,10772 1,Large,75,50,1
10772,9,10772 1,Small,50,0,0
10773,25,10773 1,Large,75,100,0
10774,3,10774 1,Bucees_Large,50,50,0
10775,9,10775 1,Small,75,75,0
10775,1,10775 1,Bucees_Large,50,50,1
10775,8,10775 1,Large,75,0,1
10775,25,10775 1,Large,0,50,0
10776,5,10776 1,Medium,100,0,0
10776,7,10776 1,Medium,50,75,1
10776,2,10776 1,Bucees_Large,100,100,0
10776,22,10776 1,Small,50,75,1
10776,4,10776 1,Small,50,50,0
10777,9,10777 1,Large,0,75,0
10777,15,10777 1,Small,50,0,0
10777,10,10777 1,Large,75,100,1
10777,12,10777 1,Bucees_Large,50,50,1
10778,3,10778 1,Large,75,0,1
10778,13,10778 1,Large,75,75,1
10778,24,10778 1,Bucees_Large,100,50,0
10778,22,10778 1,Small,0,100,1
10778,13,10778 1,Bucees_Large,50,0,1
10779,13,10779 1,Large,75,100,1
10779,4,10779 1,Bucees_Large,100,100,0
10780,2,10780 1,Medium,0,75,1
10780,3,10780 1,Small,75,100,1
10780,16,10780 1,Bucees_Large,0,0,1
10780,14,10780 1,Small,75,0,0
10781,5,10781 1,Medium,100,75,0
10781,2,10781 1,Large,100,50,0
10781,16,10781 1,Large,75,100,1
10781,22,10781 1,Medium,0,0,0
10782,23,10782 1,Medium,75,75,1
10782,2,10782 1,Bucees_Large,0,50,1
10783,14,10783 1,Bucees_Large,0,50,0
10783,2,10783 1,Medium,0,50,0
10784,23,10784 1,Bucees_Large,50,0,1
10784,24,10784 1,Small,50,0,1
10784,21,10784 1,Medium,0,100,0
10784,24,10784 1,Large,75,75,0
10784,1,10784 1,Bucees_Large,100,75,0
10785,6,10785 1,Small,50,0,1
10785,13,10785 1,Large,75,0,0
10786,9,10786 1,Bucees_Large,100,50,0
10786,2,10786 1,Large,100,0,1
10786,7,10786 1,Small,100,50,0
10786,23,10786 1,Small,100,75,1
10786,13,10786 1,Large,100,75,1
10787,13,10787 1,Bucees_Large,50,0,0
10787,18,10787 1,Large,50,100,0
10787,13,10787 1,Bucees_Large,0,50,0
10788,18,10788 1,Medium,50,0,0
10788,23,10788 1,Small,100,0,0
10788,23,10788 1,Small,50,100,1
10789,1,10789 1,Small,50,50,0
10789,12,10789 1,Small,75,100,0
10790,3,10790 1,Bucees_Large,100,0,1
10790,23,10790 1,Large,50,50,1
10790,9,10790 1,Bucees_Large,50,75,0
10790,3,10790 1,Bucees_Large,0,0,1
10790,20,10790 1,Small,75,100,1
10791,24,10791 1,Large,50,75,1
10791,20,10791 1,Large,50,50,1
10791,17,10791 1,Medium,50,0,0
10792,4,10792 1,Medium,0,100,1
10792,19,10792 1,Bucees_Large,75,50,1
10792,22,10792 1,Large,75,50,0
10792,14,10792 1,Medium,50,50,0
10793,17,10793 1,Bucees_Large,0,75,0
10793,9,10793 1,Large,50,50,1
10793,12,10793 1,Small,50,75,1
10793,8,10793 1,Bucees_Large,0,50,1
10794,1,10794 1,Bucees_Large,0,75,1
10794,18,10794 1,Bucees_Large,100,100,1
10794,17,10794 1,Small,100,0,1
10794,17,10794 1,Small,0,100,0
10795,24,10795 1,Large,50,100,1
10795,1,10795 1,Bucees_Large,0,50,1
10796,20,10796 1,Medium,100,50,1
10796,13,10796 1,Bucees_Large,0,50,0
10797,23,10797 1,Medium,75,100,1
10797,23,10797 1,Small,100,100,1
10797,14,10797 1,Medium,75,100,1
10797,12,10797 1,Small,50,100,1
10797,25,10797 1,Small,50,0,0
10798,15,10798 1,Medium,50,50,0
10798,5,10798 1,Small,75,50,0
10798,7,10798 1,Small,0,50,0
10798,25,10798 1,Medium,50,75,1
10799,23,10799 1,Medium,100,50,0
10799,13,10799 1,Medium,0,100,0
10799,9,10799 1,Large,0,50,0
10800,10,10800 1,Bucees_Large,50,50,0
10800,16,10800 1,Medium,0,50,1
10800,20,10800 1,Bucees_Large,0,0,1
10800,25,10800 1,Large,75,0,1
10800,7,10800 1,Bucees_Large,0,100,0
10801,1,10801 1,Small,75,50,0
10801,11,10801 1,Bucees_Large,50,75,1
10801,2,10801 1,Medium,100,0,1
10801,2,10801 1,Medium,0,50,1
10802,2,10802 1,Large,0,50,1
10802,6,10802 1,Medium,75,75,1
10802,18,10802 1,Medium,0,0,0
10802,11,10802 1,Medium,100,100,0
10803,8,10803 1,Medium,50,50,1
10803,17,10803 1,Bucees_Large,50,75,1
10803,4,10803 1,Medium,0,100,1
10803,12,10803 1,Small,0,75,0
10804,12,10804 1,Medium,50,75,1
10804,22,10804 1,Small,50,75,0
10804,18,10804 1,Small,50,75,0
10804,3,10804 1,Medium,75,100,1
10804,19,10804 1,Small,50,100,1
10805,20,10805 1,Large,0,50,1
10805,18,10805 1,Large,0,75,1
10805,23,10805 1,Medium,75,100,0
10806,21,10806 1,Small,50,75,1
10806,19,10806 1,Bucees_Large,75,75,1
10807,15,10807 1,Bucees_Large,75,75,1
10807,6,10807 1,Large,100,50,0
10807,4,10807 1,Medium,0,50,1
10808,9,10808 1,Large,75,100,1
10808,20,10808 1,Small,100,100,1
10808,20,10808 1,Large,100,100,1
10808,1,10808 1,Small,100,50,0
10808,3,10808 1,Medium,100,75,0
10809,5,10809 1,Medium,0,100,0
10809,19,10809 1,Medium,100,75,0
10809,9,10809 1,Medium,0,75,0
10809,7,10809 1,Medium,100,0,0
10809,1,10809 1,Small,75,75,1
10810,13,10810 1,Bucees_Large,75,75,0
10810,13,10810 1,Small,50,75,1
10810,23,10810 1,Small,0,0,0
10811,8,10811 1,Bucees_Large,0,100,1
10811,22,10811 1,Large,50,75,0
10811,10,10811 1,Bucees_Large,75,0,1
10812,5,10812 1,Medium,0,0,0
10812,7,10812 1,Medium,100,50,1
10812,1,10812 1,Bucees_Large,75,75,0
10813,13,10813 1,Medium,0,100,0
10813,12,10813 1,Small,50,75,1
10813,13,10813 1,Bucees_Large,0,0,0
10813,19,10813 1,Large,75,0,0
10813,22,10813 1,Bucees_Large,0,50,1
10814,9,10814 1,Small,75,0,0
10815,12,10815 1,Small,100,0,1
10815,5,10815 1,Large,100,50,1
10815,21,10815 1,Medium,50,75,0
10815,15,10815 1,Medium,75,100,0
10815,4,10815 1,Small,0,75,1
10816,24,10816 1,Medium,0,100,0
10816,13,10816 1,Large,100,50,1
10817,17,10817 1,Small,0,0,0
10817,4,10817 1,Small,0,75,0
10817,5,10817 1,Small,100,0,1
10818,15,10818 1,Bucees_Large,50,0,0
10818,25,10818 1,Bucees_Large,100,75,1
10818,22,10818 1,Large,100,50,0
10818,1,10818 1,Medium,75,0,1
10819,14,10819 1,Large,0,50,1
10819,21,10819 1,Medium,100,75,0
10819,21,10819 1,Small,75,50,1
10820,8,10820 1,Medium,50,75,0
10820,23,10820 1,Bucees_Large,0,100,1
10820,2,10820 1,Large,75,100,0
10820,13,10820 1,Bucees_Large,50,50,0
10820,8,10820 1,Medium,50,100,1
10821,4,10821 1,Small,75,75,0
10821,3,10821 1,Small,50,100,0
10821,1,10821 1,Large,50,0,1
10821,25,10821 1,Large,0,75,0
10821,21,10821 1,Small,0,50,1
10822,22,10822 1,Medium,50,50,0
10822,7,10822 1,Large,50,75,0
10823,2,10823 1,Large,100,50,1
10823,12,10823 1,Bucees_Large,100,100,1
10823,12,10823 1,Medium,75,75,1
10824,15,10824 1,Bucees_Large,50,50,1
10824,23,10824 1,Large,75,0,0
10824,25,10824 1,Medium,50,75,1
10824,12,10824 1,Large,100,0,1
10825,19,10825 1,Medium,100,100,0
10825,15,10825 1,Bucees_Large,0,0,1
10825,3,10825 1,Bucees_Large,0,75,1
10825,15,10825 1,Small,75,0,0
10826,18,10826 1,Medium,0,50,1
10826,23,10826 1,Bucees_Large,0,50,0
10826,22,10826 1,Large,75,0,1
10826,15,10826 1,Medium,75,100,1
10826,22,10826 1,Large,75,100,0
10827,24,10827 1,Small,100,100,0
10827,21,10827 1,Bucees_Large,0,75,1
10827,8,10827 1,Large,50,0,0
10827,11,10827 1,Small,100,75,1
10827,15,10827 1,Large,0,50,0
10828,25,10828 1,Bucees_Large,75,75,0
10828,5,10828 1,Bucees_Large,75,100,0
10829,21,10829 1,Small,75,75,1
10829,16,10829 1,Medium,75,50,0
10829,16,10829 1,Large,75,100,0
10829,18,10829 1,Bucees_Large,50,50,1
10829,5,10829 1,Bucees_Large,50,75,1
10830,18,10830 1,Small,100,50,1
10830,5,10830 1,Bucees_Large,50,75,1
10830,13,10830 1,Large,50,0,0
10831,3,10831 1,Bucees_Large,0,100,0
10831,22,10831 1,Large,75,50,0
10831,23,10831 1,Medium,75,100,1
10832,1,10832 1,Bucees_Large,75,75,1
10833,8,10833 1,Large,75,100,1
10833,6,10833 1,Bucees_Large,50,75,1
10833,17,10833 1,Large,100,50,1
10833,13,10833 1,Small,50,50,1
10834,9,10834 1,Large,75,100,1
10834,3,10834 1,Small,50,0,0
10834,2,10834 1,Small,100,50,1
10834,4,10834 1,Medium,50,75,1
10834,24,10834 1,Medium,50,0,0
10835,6,10835 1,Small,100,75,0
10835,11,10835 1,Small,75,0,1
10835,15,10835 1,Large,75,50,1
10836,1,10836 1,Large,50,0,0
10836,18,10836 1,Small,100,75,1
10837,10,10837 1,Small,50,75,0
10837,25,10837 1,Medium,75,75,0
10838,23,10838 1,Medium,0,75,0
10839,1,10839 1,Medium,75,50,0
10839,11,10839 1,Bucees_Large,100,0,1
10839,24,10839 1,Bucees_Large,50,75,0
10839,14,10839 1,Medium,100,0,0
10840,12,10840 1,Small,100,0,1
10840,2,10840 1,Medium,100,50,1
10840,11,10840 1,Small,100,0,1
10840,18,10840 1,Bucees_Large,75,0,1
10841,3,10841 1,Large,50,0,1
10841,9,10841 1,Bucees_Large,50,50,1
10841,14,10841 1,Bucees_Large,100,75,1
10841,25,10841 1,Medium,75,100,0
10842,2,10842 1,Large,100,50,1
10842,12,10842 1,Bucees_Large,50,50,1
10842,19,10842 1,Medium,50,100,0
10842,12,10842 1,Small,50,0,0
10843,22,10843 1,Large,0,75,1
10844,17,10844 1,Medium,75,50,0
10844,3,10844 1,Medium,0,0,1
10845,23,10845 1,Large,50,75,1
10845,3,10845 1,Small,50,0,0
10846,6,10846 1,Bucees_Large,75,50,1
10846,21,10846 1,Medium,50,50,1
10846,14,10846 1,Medium,75,75,1
10847,9,10847 1,Large,100,0,0
10847,15,10847 1,Medium,75,50,1
10847,20,10847 1,Bucees_Large,100,0,0
10847,20,10847 1,Small,50,100,1
10847,23,10847 1,Medium,100,50,1
10848,8,10848 1,Small,100,100,0
10849,9,10849 1,Small,0,75,1
10849,17,10849 1,Bucees_Large,100,100,1
10849,20,10849 1,Bucees_Large,75,75,0
10849,4,10849 1,Large,100,0,1
10850,16,10850 1,Small,75,0,1
10850,8,10850 1,Small,75,50,0
10851,19,10851 1,Bucees_Large,0,100,1
10851,18,10851 1,Large,75,100,0
10851,21,10851 1,Bucees_Large,75,100,1
10852,2,10852 1,Large,100,100,0
10852,10,10852 1,Large,50,100,0
10852,11,10852 1,Large,0,75,1
10852,11,10852 1,Medium,0,100,0
10852,20,10852 1,Small,0,75,0
10853,12,10853 1,Small,100,50,1
10853,24,10853 1,Small,100,75,1
10853,14,10853 1,Large,100,0,0
10854,9,10854 1,Large,100,100,1
10854,4,10854 1,Large,50,100,0
10855,13,10855 1,Medium,100,75,1
10855,7,10855 1,Medium,50,50,1
10855,10,10855 1,Large,0,0,0
10855,23,10855 1,Medium,100,100,0
10856,8,10856 1,Large,50,75,0
10857,10,10857 1,Bucees_Large,50,0,1
10858,18,10858 1,Bucees_Large,100,100,1
10859,9,10859 1,Small,0,0,0
10859,4,10859 1,Small,0,50,0
10860,1,10860 1,Large,50,75,1
10860,14,10860 1,Small,75,0,1
10860,13,10860 1,Bucees_Large,0,100,1
10860,23,10860 1,Medium,100,75,1
10860,3,10860 1,Bucees_Large,100,0,1
10861,3,10861 1,Large,0,0,1
10861,12,10861 1,Bucees_Large,100,50,0
10861,20,10861 1,Bucees_Large,75,75,0
10861,7,10861 1,Bucees_Large,50,100,0
10862,4,10862 1,Large,75,100,0
10862,21,10862 1,Bucees_Large,75,75,0
10862,11,10862 1,Bucees_Large,50,100,0
10863,15,10863 1,Large,100,75,0
10863,10,10863 1,Small,0,100,1
10863,13,10863 1,Bucees_Large,0,50,0
10864,4,10864 1,Small,100,0,0
10864,3,10864 1,Large,0,50,1
10864,11,10864 1,Large,75,50,1
10865,22,10865 1,Small,75,75,0
10865,24,10865 1,Medium,0,100,0
10865,10,10865 1,Small,75,75,0
10865,16,10865 1,Large,0,100,0
10865,10,10865 1,Large,75,100,1
10866,17,10866 1,Large,75,0,0
10866,17,10866 1,Large,75,75,0
10866,6,10866 1,Medium,75,75,0
10866,19,10866 1,Small,75,50,1
10867,24,10867 1,Bucees_Large,50,0,0
10867,7,10867 1,Bucees_Large,50,0,1
10867,18,10867 1,Small,100,50,0
10868,23,10868 1,Large,0,75,1
10868,5,10868 1,Small,75,75,0
10868,2,10868 1,Small,0,100,0
10868,25,10868 1,Medium,100,0,0
10869,24,10869 1,Bucees_Large,75,0,0
10869,3,10869 1,Bucees_Large,0,50,1
10869,8,10869 1,Large,0,0,0
10869,15,10869 1,Small,0,75,0
10870,4,10870 1,Small,0,100,0
10871,4,10871 1,Small,50,100,1
10871,25,10871 1,Medium,50,100,0
10872,4,10872 1,Bucees_Large,100,75,1
10872,19,10872 1,Bucees_Large,50,0,1
10872,5,10872 1,Medium,75,100,1
10872,17,10872 1,Medium,100,75,0
10873,22,10873 1,Large,0,75,1
10873,23,10873 1,Bucees_Large,0,100,1
10873,19,10873 1,Bucees_Large,75,50,1
10873,5,10873 1,Bucees_Large,0,100,0
10874,6,10874 1,Large,75,75,1
10874,21,10874 1,Small,75,75,1
10875,25,10875 1,Large,75,75,0
10875,6,10875 1,Small,0,0,0
10875,12,10875 1,Bucees_Large,50,50,0
10875,18,10875 1,Large,75,100,1
10876,22,10876 1,Medium,75,50,1
10877,19,10877 1,Large,0,0,1
10878,21,10878 1,Medium,100,0,1
10878,4,10878 1,Small,50,0,1
10878,25,10878 1,Large,75,50,1
10879,21,10879 1,Bucees_Large,100,75,0
10880,6,10880 1,Large,0,100,1
10880,19,10880 1,Medium,0,100,0
10881,7,10881 1,Bucees_Large,50,0,0
10881,3,10881 1,Bucees_Large,0,100,0
10881,12,10881 1,Bucees_Large,75,100,0
10881,4,10881 1,Large,50,0,1
10881,3,10881 1,Small,0,50,1
10882,17,10882 1,Small,0,100,0
10882,2,10882 1,Bucees_Large,50,50,0
10882,11,10882 1,Medium,50,0,1
10883,21,10883 1,Bucees_Large,75,100,1
10883,14,10883 1,Medium,0,75,1
10883,14,10883 1,Large,75,50,0
10883,19,10883 1,Bucees_Large,50,0,1
10883,6,10883 1,Small,50,50,1
10884,17,10884 1,Bucees_Large,0,100,0
10885,3,10885 1,Small,0,75,0
10886,24,10886 1,Medium,0,100,1
10886,11,10886 1,Large,0,0,0
10886,9,10886 1,Small,75,0,0
10887,24,10887 1,Large,100,50,1
10887,21,10887 1,Small,0,50,1
10887,6,10887 1,Bucees_Large,0,75,1
10888,2,10888 1,Medium,50,100,0
10888,14,10888 1,Large,50,50,0
10889,18,10889 1,Bucees_Large,75,50,0
10889,20,10889 1,Small,75,0,1
10889,18,10889 1,Medium,75,100,0
10889,25,10889 1,Bucees_Large,50,100,0
10890,4,10890 1,Large,100,50,1
10890,16,10890 1,Large,100,0,1
10890,3,10890 1,Small,100,100,1
10891,19,10891 1,Bucees_Large,0,75,0
10892,22,10892 1,Small,50,100,0
10892,18,10892 1,Bucees_Large,50,75,0
10893,5,10893 1,Medium,75,0,1
10894,7,10894 1,Large,0,50,0
10894,16,10894 1,Large,75,0,1
10894,25,10894 1,Small,75,0,0
10895,1,10895 1,Small,100,100,1
10895,15,10895 1,Medium,0,50,1
10895,7,10895 1,Medium,100,0,1
10896,18,10896 1,Large,0,50,1
10897,25,10897 1,Medium,75,0,0
10897,9,10897 1,Bucees_Large,0,100,0
10897,8,10897 1,Bucees_Large,100,75,1
10897,14,10897 1,Large,100,100,1
10898,6,10898 1,Small,50,75,1
10898,17,10898 1,Small,75,75,0
10898,3,10898 1,Large,100,75,0
10899,10,10899 1,Large,0,0,1
10899,25,10899 1,Small,75,75,1
10899,2,10899 1,Small,75,0,0
10899,23,10899 1,Large,100,0,1
10900,24,10900 1,Small,50,100,1
10900,24,10900 1,Bucees_Large,0,75,0
10901,10,10901 1,Large,100,75,0
10901,5,10901 1,Medium,50,75,0
10902,25,10902 1,Small,100,50,0
10902,13,10902 1,Large,0,75,1
10903,2,10903 1,Large,75,75,0
10903,3,10903 1,Small,0,75,0
10903,21,10903 1,Small,0,50,0
